Entry	Entry name	Gene names
G3UY93	G3UY93_MOUSE	Vars
Q9CY64	BIEA_MOUSE	Blvra
Q8CE90	MP2K7_MOUSE	Map2k7 Mkk7
Q5FWK3	RHG01_MOUSE	Arhgap1
Q6S7F2	E2F7_MOUSE	E2f7
Q8BYR2	LATS1_MOUSE	Lats1 Warts
Q8VCW8	ACSF2_MOUSE	Acsf2
O35280	CHK1_MOUSE	Chek1 Chk1
Q8VHE0	SEC63_MOUSE	Sec63 Sec63l
Q05D44	IF2P_MOUSE	Eif5b If2
Q8K358	PIGU_MOUSE	Pigu Cdc91l1
Q8VCX5	MICU1_MOUSE	Micu1 Cbara1
F8VPY2	F8VPY2_MOUSE	Taf5
E9Q5G3	KIF23_MOUSE	Kif23
Z4YJV4	Z4YJV4_MOUSE	Ogdh
P63325	RS10_MOUSE	Rps10
Q5RKN9	Q5RKN9_MOUSE	Capza1
Q5UE59	Q5UE59_MOUSE	Klc1 Kns2
Q99K85	SERC_MOUSE	Psat1 Psa Psat
Q8JZU2	TXTP_MOUSE	Slc25a1
Q6PGF3	MED16_MOUSE	Med16 Thrap5
Q3UDR8	YIPF3_MOUSE	Yipf3 D17Wsu94e Klip1
Q5SXR6	Q5SXR6_MOUSE	Cltc
B2RQ57	B2RQ57_MOUSE	Abl2
P23116	EIF3A_MOUSE	Eif3a Csma Eif3 Eif3s10
Q9R0X4	ACOT9_MOUSE	Acot9 Acate2
Q5SVQ0	KAT7_MOUSE	Kat7 Hbo1 Myst2
P62908	RS3_MOUSE	Rps3
Q569Z5	DDX46_MOUSE	Ddx46 Kiaa0801
Q8BGK6	YLAT2_MOUSE	Slc7a6 Kiaa0245
A0A0J9YUS5	A0A0J9YUS5_MOUSE	Eif4g1
Q8JZX4	SPF45_MOUSE	Rbm17 Spf45
Q9QZQ8	H2AY_MOUSE	Macroh2a1 H2afy
P14733	LMNB1_MOUSE	Lmnb1
Q6PB44	PTN23_MOUSE	Ptpn23 Kiaa1471
O55143	AT2A2_MOUSE	Atp2a2
Q8R2R1	POMT1_MOUSE	Pomt1
O70126	AURKB_MOUSE	Aurkb Aik2 Aim1 Airk2 Ark2 Stk1 Stk12 Stk5
Q3U7R1	ESYT1_MOUSE	Esyt1 Fam62a Mbc2
Q8VDM4	PSMD2_MOUSE	Psmd2
P70288	HDAC2_MOUSE	Hdac2 Yy1bp
Q9WUK4	RFC2_MOUSE	Rfc2
Q6QI06	RICTR_MOUSE	Rictor Kiaa1999
Q7TT37	ELP1_MOUSE	Elp1 Ikap Ikbkap
P42208	SEPT2_MOUSE	Septin2 Nedd5 Sept2
Q9CPU4	MGST3_MOUSE	Mgst3
A0A0U1RP13	A0A0U1RP13_MOUSE	Cdipt
O70194	EIF3D_MOUSE	Eif3d Eif3s7
P40142	TKT_MOUSE	Tkt
A0A0J9YU82	A0A0J9YU82_MOUSE	Stard13
O54988	SLK_MOUSE	Slk Kiaa0204 Stk2
A0A087WP83	A0A087WP83_MOUSE	Hdlbp
Q9D0R2	SYTC_MOUSE	Tars1 Tars
P52431	DPOD1_MOUSE	Pold1
Q9R112	SQOR_MOUSE	Sqor Sqrdl
Q8QZT1	THIL_MOUSE	Acat1
Q5F2E7	NUFP2_MOUSE	Nufip2 Kiaa1321
A0A2I3BPE9	A0A2I3BPE9_MOUSE	Tsc2
Q04692	SMRCD_MOUSE	Smarcad1 Etl1 Kiaa1122
Q8C8U0	LIPB1_MOUSE	Ppfibp1 Kiaa1230
Q3U3J1	Q3U3J1_MOUSE	Bckdha
P34022	RANG_MOUSE	Ranbp1 Htf9-a Htf9a
Q8CIN4	PAK2_MOUSE	Pak2
Q3USH5	SFSWA_MOUSE	Sfswap Sfrs8 Srsf8 Swap
P62743	AP2S1_MOUSE	Ap2s1 Ap17 Claps2
P62245	RS15A_MOUSE	Rps15a
P26443	DHE3_MOUSE	Glud1 Glud
Q8K1S3	UNC5B_MOUSE	Unc5b Unc5h2
Q8C5X1	Q8C5X1_MOUSE	Garre1 4931406P16Rik
P62331	ARF6_MOUSE	Arf6
G5E887	G5E887_MOUSE	Lca5
Q8BH64	EHD2_MOUSE	Ehd2
E9Q2X6	E9Q2X6_MOUSE	Smc4
Q8CJG0	AGO2_MOUSE	Ago2 Eif2c2 Kiaa4215
S4R1L5	S4R1L5_MOUSE	Birc6
Q91V41	RAB14_MOUSE	Rab14
Q3TDW6	Q3TDW6_MOUSE	Apbb2
Q60737	CSK21_MOUSE	Csnk2a1 Ckiia
Q8K1N2	PHLB2_MOUSE	Phldb2 Ll5b
Q8R0S2	IQEC1_MOUSE	Iqsec1 Kiaa0763
Q8R2Y3	DOLK_MOUSE	Dolk Tmem15
Q8K0D0	CDK17_MOUSE	Cdk17 Pctaire2 Pctk2
Q07417	ACADS_MOUSE	Acads
A7E1Z5	A7E1Z5_MOUSE	Slc4a4 slc4a4
Q9D824	FIP1_MOUSE	Fip1l1
O09131	GSTO1_MOUSE	Gsto1 Gstx Gtsttl
Q5SU48	Q5SU48_MOUSE	Cpeb4
Q8BWY7	S39AB_MOUSE	Slc39a11 Zip11
Q8R480	NUP85_MOUSE	Nup85 Pcnt1
Q56A10	ZN608_MOUSE	Znf608 Kiaa1281 Zfp608
P70303	PYRG2_MOUSE	Ctps2
V9GXM7	V9GXM7_MOUSE	Mns1
Q62167	DDX3X_MOUSE	Ddx3x D1Pas1-rs2 Ddx3 Dead3 Erh
Q7TMB8	CYFP1_MOUSE	Cyfip1 Kiaa0068 Shyc Sra1
Q8K2C9	HACD3_MOUSE	Hacd3 Ptplad1
P24472	GSTA4_MOUSE	Gsta4 Gsta
Q99J09	MEP50_MOUSE	Wdr77 Mep50
P10649	GSTM1_MOUSE	Gstm1
Q8VHY0	CSPG4_MOUSE	Cspg4 An2 Kiaa4232 Ng2
Q80V76	Q80V76_MOUSE	Pygo2
O08749	DLDH_MOUSE	Dld
Q91YQ5	RPN1_MOUSE	Rpn1
Q5RIM6	Q5RIM6_MOUSE	Ncor1
Q9D3D9	ATPD_MOUSE	Atp5f1d Atp5d
Q6WKZ8	UBR2_MOUSE	Ubr2 Kiaa0349
P55096	ABCD3_MOUSE	Abcd3 Pmp70 Pxmp1
A0A0U1RNK7	A0A0U1RNK7_MOUSE	Dock7
B7ZCU2	B7ZCU2_MOUSE	Abi1
Q5F285	TM256_MOUSE	Tmem256
P97379	G3BP2_MOUSE	G3bp2
Q9CR58	KMCP1_MOUSE	Slc25a30 Kmcp1
Q9JK92	HSPB8_MOUSE	Hspb8 Cryac Hsp22
Q6NXW6	RAD17_MOUSE	Rad17
B1ATL6	B1ATL6_MOUSE	Map2k4
P28658	ATX10_MOUSE	Atxn10 Sca10
Q02053	UBA1_MOUSE	Uba1 Sbx Ube1 Ube1ax Ube1x
Q64261	CDK6_MOUSE	Cdk6 Cdkn6 Crk2
Q1HFZ0	NSUN2_MOUSE	Nsun2 D13Wsu123e Misu
P62911	RL32_MOUSE	Rpl32
Q80X41	VRK1_MOUSE	Vrk1
P10852	4F2_MOUSE	Slc3a2 Mdu1
Q61879	MYH10_MOUSE	Myh10
O35730	RING1_MOUSE	Ring1 Ring1A Rnf1
Q8VDW0	DX39A_MOUSE	Ddx39a Ddx39
Q8VBZ0	DHRSX_MOUSE	Dhrsx Pscad
G3XA31	G3XA31_MOUSE	Tcf19
Q60855	RIPK1_MOUSE	Ripk1 Rinp Rip
B1ASZ3	B1ASZ3_MOUSE	Gk Gyk
Q8CGC7	SYEP_MOUSE	Eprs1 Eprs Qprs
A0A2R8VKL5	A0A2R8VKL5_MOUSE	Larp4
P30285	CDK4_MOUSE	Cdk4 Crk3
Q7TPM9	MTMRA_MOUSE	Mtmr10
Q9D5H8	Q9D5H8_MOUSE	Tgfbr1
Q7TMM9	TBB2A_MOUSE	Tubb2a Tubb2
P43247	MSH2_MOUSE	Msh2
Q8BKI2	TNR6B_MOUSE	Tnrc6b Kiaa1093
G5E919	G5E919_MOUSE	Ube2m
Q62311	TAF6_MOUSE	Taf6 Taf2e
Q8BGS7	CEPT1_MOUSE	Cept1
P28660	NCKP1_MOUSE	Nckap1 Hem2 Kiaa0587 Nap1
Q9WUA3	PFKAP_MOUSE	Pfkp Pfkc
A0A0A6YW67	A0A0A6YW67_MOUSE	Gm8797
Q8BKH7	SIN1_MOUSE	Mapkap1 Mip1 Sin1
Q8R1B4	EIF3C_MOUSE	Eif3c Eif3s8
D3YZ00	D3YZ00_MOUSE	Nfix
P62855	RS26_MOUSE	Rps26
B7FAU9	B7FAU9_MOUSE	Flna RP23-436K3.1-002
Q8CGK3	LONM_MOUSE	Lonp1 Prss15
Q8R323	RFC3_MOUSE	Rfc3
G3UXH4	G3UXH4_MOUSE	Pkn2
P70245	EBP_MOUSE	Ebp Msi
D3YUM1	D3YUM1_MOUSE	Ndufv1
A0A087WP33	A0A087WP33_MOUSE	Atg9a
Q60972	RBBP4_MOUSE	Rbbp4 Rbap48
B2RWE8	B2RWE8_MOUSE	Eif4b
Q921L3	TMCO1_MOUSE	Tmco1
Q920E5	FPPS_MOUSE	Fdps
M0QWD1	M0QWD1_MOUSE	Eif4e2
Q9DCL9	PUR6_MOUSE	Paics
C0HKE5	H2A1G_MOUSE	H2ac11 Hist1h2ag
A2AU52	A2AU52_MOUSE	Commd7
P61963	DCAF7_MOUSE	Dcaf7 Han11 Wdr68
P11031	TCP4_MOUSE	Sub1 Pc4 Rpo2tc1
Q8C9V5	Q8C9V5_MOUSE	Nnt
Q8BJW6	EIF2A_MOUSE	Eif2a D3Ertd194e
Q5SUH7	Q5SUH7_MOUSE	Clint1 AI642036
P62137	PP1A_MOUSE	Ppp1ca Ppp1a
Q8BH59	CMC1_MOUSE	Slc25a12 Aralar1
P97855	G3BP1_MOUSE	G3bp1 G3bp
Q6XLQ8	Q6XLQ8_MOUSE	Calu
P14206	RSSA_MOUSE	Rpsa Lamr1 P40-8
Q8C145	S39A6_MOUSE	Slc39a6 Zip6
P17918	PCNA_MOUSE	Pcna
Q8BG32	PSD11_MOUSE	Psmd11
D6RH49	D6RH49_MOUSE	Rps27l
Q99NG0	ARIP4_MOUSE	Rad54l2 Arip4 Srisnf2l
Q920L1	FADS1_MOUSE	Fads1
A0A0J9YUZ4	A0A0J9YUZ4_MOUSE	Hmgb1
G5E8N7	G5E8N7_MOUSE	Pnkp
Q8BUE4	FSP1_MOUSE	Aifm2 Amid
A0A3Q4L2S1	A0A3Q4L2S1_MOUSE	Nubp2
